study_id,contrast_id,x,y,z
30001,5,-14,-58,28
30001,5,-15,51,-27
30001,5,-25,-79,8
30001,5,-27,-44,-9
30001,5,-27,23,38
30001,5,-3,65,11
30001,5,-31,-73,-15
30001,5,-34,21,-24
30001,5,-35,-17,34
30001,5,-35,-84,27
30001,5,-43,-6,-35
30001,5,-44,-69,30
30001,5,-5,-42,36
30001,5,-51,44,-4
30001,5,-57,-60,-11
30001,5,-6,20,-11
30001,5,-60,-26,-23
30001,5,12,-64,2
30001,5,16,5,-19
30001,5,21,-97,23
30001,5,31,-98,-9
30001,5,31,28,-17
30001,5,34,-21,10
30001,5,34,-35,-6
30001,5,53,-10,27
30001,5,57,-2,-23
30002,1,-10,-71,14
30002,1,-13,-50,-3
30002,1,-16,-34,-5
30002,1,-16,42,33
30002,1,-22,-29,1
30002,1,-31,-33,45
30002,1,-32,40,-6
30002,1,-41,-23,56
30002,1,-46,-27,-25
30002,1,-65,-35,5
30002,1,13,-53,0
30002,1,13,-54,-43
30002,1,17,-73,-10
30002,1,2,45,-17
30002,1,8,-75,19
30003,2,24,50,34
30003,2,7,10,68
30004,1,-12,-63,-3
30004,1,-35,-85,18
30004,1,-7,-71,21
30004,1,10,-39,-23
30004,1,21,-50,-9
30004,1,27,-40,-10
30004,1,38,-78,20
30005,1,-15,10,54
30005,1,-21,-56,48
30005,1,-4,-14,59
30005,1,16,-11,51
30008,1,-29,25,8
30008,1,-35,13,33
30008,1,-38,-59,-19
30008,1,14,-70,-33
30008,1,2,6,58
30008,1,37,-69,-22
30008,1,8,16,57
30009,1,-11,-95,-6
30009,1,-12,-82,-14
30009,1,-18,-88,-10
30009,1,-21,-82,-17
30009,1,-25,-51,38
30009,1,-25,-53,49
30009,1,-28,-100,15
30009,1,-28,-75,37
30009,1,-29,-94,1
30009,1,-29,22,1
30009,1,-31,-64,50
30009,1,-32,-43,-17
30009,1,-32,-49,-16
30009,1,-32,-76,-17
30009,1,-35,-55,-16
30009,1,-35,-83,7
30009,1,-35,0,62
30009,1,-38,10,33
30009,1,-5,-69,-18
30009,1,-5,15,50
30009,1,-52,27,32
30009,1,1,-52,-20
30009,1,1,-61,-9
30009,1,11,-14,10
30009,1,11,-15,-3
30009,1,11,-73,15
30009,1,11,15,54
30009,1,14,-96,14
30009,1,14,22,45
30009,1,17,-78,-11
30009,1,2,-86,16
30009,1,2,3,61
30009,1,21,-83,3
30009,1,21,-97,1
30009,1,24,-99,14
30009,1,28,-53,48
30009,1,28,-75,-12
30009,1,34,-80,-1
30009,1,34,29,3
30009,1,35,-71,33
30009,1,35,-91,3
30009,1,38,-63,52
30009,1,38,0,55
30009,1,38,4,64
30009,1,40,65,3
30009,1,41,-53,51
30009,1,41,-68,-9
30009,1,41,-9,62
30009,1,44,14,29
30009,1,50,40,27
30009,1,51,15,42
30009,1,8,-69,-12
30009,1,8,-76,-29
30010,1,-28,-65,46
30010,1,-41,-2,38
30010,1,-48,22,23
30010,1,-59,-1,17
30010,1,14,14,33
30010,1,47,-50,-7
30010,1,47,33,31
30011,2,-16,-33,-8
30011,2,-16,-85,-35
30011,2,-16,4,3
30011,2,-19,-26,-12
30011,2,-19,-73,43
30011,2,-26,-73,39
30011,2,-26,-83,-35
30011,2,-29,-25,54
30011,2,-3,-87,-3
30011,2,-33,27,2
30011,2,-42,-14,49
30011,2,-42,14,30
30011,2,-42,7,30
30011,2,-45,-2,39
30011,2,-49,-42,24
30011,2,-6,-90,-3
30011,2,-9,-23,5
30011,2,1,-2,61
30011,2,1,-2,65
30011,2,1,-47,45
30011,2,1,18,38
30011,2,10,-19,6
30011,2,10,-74,-1
30011,2,10,-83,-1
30011,2,18,-33,-8
30011,2,18,4,3
30011,2,21,-26,-12
30011,2,21,-81,-34
30011,2,21,-85,-35
30011,2,24,-10,56
30011,2,24,-76,43
30011,2,31,27,2
30011,2,7,-69,39
30012,1,-14,1,-31
30012,1,-47,-10,-30
30012,1,14,9,-15
30012,1,22,-1,-27
30012,1,40,8,-28
30013,1,-20,-34,13
30013,1,-33,22,39
30013,1,-41,53,1
30013,1,-49,-49,43
30013,1,-8,-68,37
30013,1,14,-46,41
30013,1,41,14,52
30013,1,42,42,-1
30013,1,44,-51,24
30013,1,62,-49,-4
30014,2,-13,-35,66
30014,2,-28,49,16
30014,2,-32,-25,60
30014,2,-32,27,5
30014,2,-35,51,3
30014,2,-39,5,45
30014,2,-40,-47,44
30014,2,-42,20,36
30014,2,-46,41,-11
30014,2,-5,-26,59
30014,2,-5,-64,48
30014,2,-62,-33,-8
30014,2,-8,6,62
30014,2,1,-28,24
30014,2,11,30,32
30014,2,16,39,18
30014,2,17,12,56
30014,2,31,3,60
30014,2,34,56,-2
30014,2,38,34,41
30014,2,40,-56,50
30014,2,66,-35,-11
30014,2,7,-68,47
30014,2,8,20,50
30015,1,-1,-33,-1
30015,1,-43,-5,45
30015,1,3,-33,-1
30015,1,5,-73,-19
30015,1,50,-7,51
30016,3,-30,-22,62
30016,3,-42,-41,65
30016,3,13,-48,-22
30017,3,-24,-107,-18
30017,3,-6,-85,-3
30017,3,24,-105,-16
30017,3,38,2,54
30017,3,44,33,41
30017,3,44,9,68
30017,3,57,27,30
30018,2,-38,30,8
30018,2,-46,-38,-12
30019,6,-36,-54,8
30019,6,-38,4,-16
30019,6,16,-14,-28
30019,6,4,32,0
30021,1,-1,36,30
30021,1,-11,-68,60
30021,1,-30,-51,50
30021,1,-33,22,-2
30021,1,-34,-75,27
30021,1,-37,1,40
30021,1,-39,33,22
30021,1,-46,7,24
30021,1,-6,19,46
30021,1,0,-47,29
30021,1,1,-48,52
30021,1,23,6,52
30021,1,28,-79,41
30021,1,32,-48,50
30021,1,35,26,-3
30021,1,40,38,19
30021,1,48,-54,-5
30023,2,-14,-67,-35
30023,2,-43,-18,-32
30023,2,-61,12,18
30023,2,-7,-86,18
30023,2,33,-43,-5
30023,2,34,-71,-30
30023,2,39,-16,-33
30023,2,48,-2,-33
30023,2,51,-28,29
30024,1,-12,-22,2
30024,1,-12,-25,70
30024,1,-16,-62,15
30024,1,-3,-42,34
30024,1,-60,-17,23
30024,1,25,-15,0
30024,1,5,19,42
30025,2,-15,-26,70
30025,2,-2,2,46
30025,2,-32,-51,45
30025,2,-57,-13,32
30027,4,-42,-3,1
30027,4,49,-4,-1
30028,2,-13,-8,-23
30028,2,-15,-10,-28
30028,2,-34,-28,-11
30028,2,18,-8,-28
30028,2,19,-8,-24
30028,2,27,-22,-9
30029,3,-14,-3,-8
30029,3,-27,-4,-8
30029,3,-27,-9,10
30029,3,-29,-25,-6
30029,3,-33,-22,58
30029,3,2,2,60
30029,3,25,-8,10
30029,3,51,-31,38
30029,3,57,-34,32
30030,4,-3,-56,36
30032,2,-10,-83,-14
30032,2,-10,53,-5
30032,2,-23,-11,-21
30032,2,-24,23,38
30032,2,-33,-74,21
30032,2,-33,4,0
30032,2,-43,7,-36
30032,2,-46,-72,-10
30032,2,-49,30,7
30032,2,-5,-15,6
30032,2,1,-48,18
30032,2,25,-70,15
30032,2,25,45,-18
30032,2,25,54,46
30032,2,3,42,14
30032,2,31,8,-10
30032,2,34,-95,-9
30032,2,35,-25,-34
30032,2,4,-106,19
30032,2,47,-78,-2
30033,1,-10,10,40
30033,1,-2,10,44
30033,1,-30,-68,-26
30033,1,-30,-8,50
30033,1,-38,-20,68
30033,1,-4,-4,52
30033,1,-44,-18,48
30033,1,-58,8,4
30033,1,-60,8,24
30033,1,16,-52,-26
30033,1,4,-64,-26
30033,1,50,-24,36
30033,1,52,12,12
30033,1,52,18,-4
30033,1,58,12,24
30034,1,-33,0,32
30034,1,-40,-35,-5
30034,1,-51,40,-8
30034,1,-9,18,30
30034,1,29,27,10
30035,1,-32,-20,64
30035,1,-32,32,-16
30035,1,-40,-16,60
30035,1,-48,-44,-24
30035,1,-48,-52,-16
30035,1,-48,-60,-20
30035,1,-48,16,20
30035,1,-48,32,4
30035,1,24,-16,68
30035,1,28,32,-24
30035,1,36,12,-16
30035,1,36,32,-16
30039,1,-20,-11,12
30039,1,9,-71,5
30040,2,-25,59,-6
30040,2,-7,-76,39
30040,2,8,32,23
30041,5,-20,-95,-7
30041,5,-20,-99,2
30041,5,-24,-70,42
30041,5,-24,-85,-15
30041,5,-29,-95,-2
30041,5,-35,-87,-8
30041,5,-5,-99,-5
30041,5,-9,-93,-14
30041,5,16,-102,4
30041,5,16,-93,-8
30041,5,23,-76,36
30041,5,23,-89,-10
30041,5,27,-69,26
30041,5,29,-91,19
30041,5,36,-84,-9
30041,5,36,-87,3
30042,1,-1,-38,21
30042,1,-13,2,17
30042,1,-2,-6,69
30042,1,-22,54,24
30042,1,-30,21,48
30042,1,-41,7,55
30042,1,-43,31,32
30042,1,-44,60,-1
30042,1,-49,-64,47
30042,1,-5,67,16
30042,1,-61,31,24
30042,1,-70,-41,2
30042,1,16,-2,14
30042,1,22,-3,60
30042,1,27,14,60
30042,1,29,46,29
30042,1,34,35,31
30042,1,34,51,-11
30042,1,39,-4,59
30042,1,42,62,0
30042,1,45,6,48
30042,1,48,-63,46
30042,1,55,22,29
30042,1,63,43,21
30042,1,65,-22,-9
30042,1,8,62,12
30043,6,-37,-64,47
30043,6,40,-68,46
30045,1,-4,-15,46
30045,1,-7,9,73
30047,1,-1,6,53
30047,1,42,-24,57
30049,4,-42,-35,40
30049,4,22,50,-10
30049,4,40,52,3
30050,2,-35,33,38
30050,2,-57,-37,22
30050,2,-64,-11,-20
30050,2,57,-67,-3
30050,2,57,-9,-27
30050,2,6,-46,36
30050,2,8,54,8
30051,2,-32,17,-50
30051,2,-35,-52,-23
30051,2,-41,10,37
30051,2,-5,12,54
30051,2,-59,-51,-16
30051,2,24,2,43
30051,2,34,14,-50
30051,2,44,18,45
30051,2,51,-38,19
30051,2,61,-34,-9
30056,1,-1,-29,-34
30056,1,-1,-60,-24
30056,1,-26,-60,50
30056,1,-26,-63,-35
30056,1,-3,-22,-9
30056,1,-42,11,46
30056,1,-45,-83,-5
30056,1,13,-5,11
30056,1,15,8,13
30056,1,16,-7,-4
30056,1,19,-67,-28
30056,1,20,-91,14
30056,1,3,-30,-3
30056,1,3,21,35
30056,1,34,-64,50
30056,1,36,17,44
30056,1,42,22,-3
30056,1,42,49,13
30056,1,53,-55,-7
30057,1,-2,-59,8
30057,1,-39,19,26
30057,1,-42,-50,46
30057,1,-46,39,0
30057,1,-52,-23,20
30057,1,-59,-1,11
30057,1,-8,-71,16
30057,1,21,12,9
30057,1,28,8,-5
30057,1,4,40,7
30058,2,-13,-19,-12
30058,2,-17,-63,62
30058,2,-32,-52,55
30058,2,-34,-56,-28
30058,2,-39,-13,58
30058,2,-4,6,52
30058,2,-47,-72,9
30058,2,25,-49,-24
30058,2,28,-46,49
30058,2,50,5,41
30058,2,53,-64,11
30058,2,6,9,56
30058,2,62,-36,22
30059,1,-11,-63,51
30059,1,-23,-71,50
30059,1,-29,-69,55
30059,1,-33,-60,54
30059,1,-33,-72,38
30059,1,-38,-44,39
30059,1,-4,-77,44
30059,1,-48,-41,48
30059,1,-53,-34,43
30059,1,-6,-71,48
30059,1,10,-73,55
30059,1,17,-64,52
30059,1,29,-40,45
30059,1,3,-61,52
30059,1,50,-35,30
30059,1,9,-57,48
30060,4,-57,-54,-17
30060,4,-68,-32,25
30060,4,37,1,36
30060,4,53,-62,15
30060,4,58,18,24
30060,4,60,-43,39
30063,1,-38,24,16
30063,1,8,24,24
30064,3,-37,-1,57
30064,3,-41,27,36
30064,3,-46,-70,-18
30064,3,-48,-61,-30
30064,3,1,37,51
30064,3,31,2,58
30064,3,52,-60,-24
30064,3,63,-26,-7
30066,2,-35,-91,1
30066,2,-38,-57,-9
30066,2,14,-88,0
30066,2,41,-89,-14
30066,2,44,-86,16
30068,1,-2,15,50
30068,1,-21,-11,48
30068,1,-35,54,15
30068,1,-38,-42,-20
30068,1,-38,54,26
30068,1,-45,32,28
30068,1,-52,-48,-16
30068,1,18,7,68
30068,1,31,-42,-24
30068,1,32,-62,45
30068,1,38,-43,47
30068,1,41,-47,-14
30068,1,41,10,23
30068,1,41,34,3
30068,1,41,5,43
30068,1,44,21,45
30068,1,44,33,27
30068,1,44,57,7
30068,1,47,-48,-24
30068,1,47,15,11
30069,1,-24,36,0
30069,1,1,-30,-12
30069,1,12,-22,8
30069,1,18,-18,20
30069,1,30,46,4
30069,1,36,36,32
30069,1,46,4,-12
30069,1,54,-52,24
30069,1,60,-28,-12
30069,1,8,30,32
30070,1,-1,2,44
30070,1,-55,-25,30
30070,1,3,10,53
30071,4,-47,-24,-9
30071,4,47,48,-9
30071,4,56,-64,34
30072,1,-12,-13,59
30072,1,-16,-16,-1
30072,1,-28,-97,3
30072,1,-31,-10,69
30072,1,-31,-8,8
30072,1,-35,-23,73
30072,1,-40,-39,73
30072,1,-54,-18,36
30072,1,-8,-6,4
30072,1,11,-55,-16
30072,1,24,-10,60
30072,1,27,-104,-2
30072,1,28,-51,-24
30072,1,30,-5,-4
30072,1,31,-45,71
30073,4,-11,-75,46
30073,4,-26,-63,36
30073,4,-35,-85,-7
30073,4,28,-67,43
30073,4,38,-78,-1
30073,4,44,16,30
30074,3,-23,-64,46
30074,3,-47,-73,-4
30074,3,24,-61,54
30075,1,-18,-90,32
30075,1,-20,-68,56
30075,1,-22,-90,24
30075,1,-32,-48,52
30075,1,-42,-66,2
30075,1,26,-88,32
30075,1,28,-58,54
30075,1,34,-86,18
30075,1,48,-70,4
30078,7,-15,-62,-8
30078,7,-19,-56,66
30078,7,-25,-4,61
30078,7,-32,-49,-33
30078,7,-49,-5,-12
30078,7,17,-73,-38
30078,7,18,-58,68
30078,7,26,-4,56
30078,7,28,-60,-15
30078,7,3,0,52
30078,7,37,-18,59
30078,7,41,-42,56
30079,6,12,-45,24
30080,1,-28,-76,28
30080,1,-32,-56,40
30080,1,-32,24,0
30080,1,-35,-72,-4
30080,1,-4,8,48
30080,1,-40,-56,-24
30080,1,-40,-84,-12
30080,1,-48,8,4
30080,1,-52,-12,40
30080,1,-52,8,32
30080,1,32,-48,40
30080,1,32,20,0
30080,1,36,-60,-24
30080,1,44,0,36
30080,1,8,4,64
30081,8,-16,21,38
30081,8,-16,34,31
30081,8,-20,54,-2
30081,8,-25,26,-10
30081,8,-37,-6,-5
30081,8,-5,12,-7
30081,8,12,45,5
30081,8,16,-41,6
30081,8,16,38,-3
30081,8,7,28,-18
30081,8,8,-36,32
30083,1,-12,-72,8
30083,1,-12,8,60
30083,1,-28,-12,56
30083,1,-28,-56,32
30083,1,-28,-60,56
30083,1,-28,-76,32
30083,1,-32,-52,72
30083,1,-32,-8,64
30083,1,-32,0,52
30083,1,-36,-76,20
30083,1,-44,-56,32
30083,1,-48,-12,52
30083,1,-48,-32,44
30083,1,-52,-8,48
30083,1,-8,-4,64
30083,1,24,-56,56
30083,1,24,-8,48
30083,1,32,-28,40
30083,1,36,-4,44
30083,1,4,-48,-12
30083,1,8,-16,64
30085,1,-37,-81,-8
30085,1,-39,-55,-23
30085,1,-52,-61,4
30085,1,39,-59,-16
30085,1,42,-79,-7
30085,1,43,-57,12
30086,2,-33,-79,-14
30086,2,-36,-55,-20
30086,2,-53,-45,-4
30086,2,38,-82,-17
30086,2,40,-52,-19
30086,2,54,-47,9
30087,1,-24,-86,21
30087,1,-25,-57,-15
30087,1,25,-56,-13
30087,1,32,-85,19
30088,2,-28,-55,-20
30088,2,-30,-60,-23
30088,2,-43,-68,-11
30088,2,-44,-73,-13
30088,2,33,-52,-18
30088,2,33,-65,-20
30088,2,53,-65,-11
30088,2,53,-76,-7
30089,1,-12,-76,-13
30089,1,-18,-74,-17
30089,1,-21,-91,24
30089,1,-23,-59,-11
30089,1,-3,-79,-6
30089,1,-3,-80,8
30089,1,-44,-75,8
30090,1,-13,-80,-12
30090,1,-22,-79,-18
30090,1,-30,-61,-11
30090,1,-6,-85,11
30091,4,18,-39,48
30091,4,39,9,18
30091,4,60,-21,36
30092,1,-23,-28,3
30092,1,-42,5,40
30092,1,10,23,42
30092,1,13,16,56
30092,1,14,-82,-28
30092,1,2,11,53
30092,1,39,-67,42
30092,1,47,4,44
30092,1,49,-7,45
30092,1,64,-50,17
30093,1,-10,10,60
30093,1,-30,-4,54
30093,1,-32,-56,-38
30093,1,-36,-54,48
30093,1,-36,-60,-30
30093,1,-44,-40,32
30093,1,-46,-62,6
30093,1,-6,-6,66
30093,1,30,-84,-8
30093,1,34,-80,0
30093,1,38,-64,52
30093,1,40,-80,-26
30093,1,46,0,42
30094,1,-24,-63,60
30094,1,-24,-66,51
30094,1,-27,-3,3
30094,1,-27,-57,-24
30094,1,-27,3,-6
30094,1,-3,3,60
30094,1,-3,9,45
30094,1,-30,-57,57
30094,1,-30,-6,60
30094,1,-33,-69,-18
30094,1,-36,24,3
30094,1,-39,-51,-30
30094,1,-39,15,3
30094,1,-45,-3,51
30094,1,-45,-66,-9
30094,1,-51,-36,36
30094,1,-51,9,-3
30094,1,-54,-6,39
30094,1,-57,0,6
30094,1,27,6,3
30094,1,33,-3,3
30094,1,33,-57,60
30094,1,36,-45,-30
30094,1,42,21,0
30094,1,42,27,18
30094,1,45,3,51
30094,1,45,6,42
30094,1,48,-54,-33
30094,1,48,-60,-3
30094,1,51,15,-15
30094,1,51,33,15
30094,1,54,-42,9
30094,1,54,-63,-9
30094,1,54,3,24
30094,1,54,6,-9
30094,1,57,-42,18
30094,1,57,-45,45
30094,1,57,-6,42
30094,1,6,18,30
30094,1,6,18,48
30094,1,60,-3,33
30094,1,9,9,42
30095,1,-14,-80,0
30095,1,-16,-90,16
30095,1,-18,-78,48
30095,1,-2,-80,6
30095,1,-24,-62,62
30095,1,-24,-72,44
30095,1,-26,-86,18
30095,1,-28,-22,2
30095,1,-34,-70,-10
30095,1,-34,-86,14
30095,1,-42,-50,-24
30095,1,-44,-64,-22
30095,1,-44,-80,-6
30095,1,-50,-6,28
30095,1,-50,0,36
30095,1,-8,-60,-20
30095,1,0,-70,-22
30095,1,10,-26,8
30095,1,10,-74,50
30095,1,10,-82,46
30095,1,12,-72,10
30095,1,14,-74,0
30095,1,14,-78,56
30095,1,16,-84,40
30095,1,18,-20,4
30095,1,18,-76,-8
30095,1,18,-92,16
30095,1,2,-24,-4
30095,1,2,-82,16
30095,1,2,-88,6
30095,1,22,-64,-14
30095,1,26,-68,-8
30095,1,32,-68,54
30095,1,32,-84,20
30095,1,34,-60,64
30095,1,36,-90,10
30095,1,38,-90,2
30095,1,4,-72,24
30095,1,40,-64,-22
30095,1,46,-76,-10
30095,1,46,-8,38
30095,1,54,-4,32
30095,1,60,-10,48
30095,1,60,-18,2
30095,1,60,6,36
30095,1,62,-6,36
30095,1,64,-6,24
30095,1,68,-14,4
30095,1,68,-32,8
30095,1,8,-52,-26
30096,2,-24,-84,27
30096,2,-30,-63,33
30096,2,18,-79,39
30097,1,-2,-91,0
30097,1,-2,29,28
30097,1,-22,-60,49
30097,1,-25,-4,50
30097,1,-32,23,3
30097,1,-33,-82,13
30097,1,-38,33,27
30097,1,-39,-41,43
30097,1,-45,-63,-10
30097,1,-46,4,27
30097,1,21,-66,51
30097,1,28,-2,49
30097,1,3,13,48
30097,1,32,-85,12
30097,1,35,23,4
30097,1,42,-35,38
30097,1,47,40,22
30097,1,48,5,32
30097,1,55,-55,-14
30098,2,-20,-10,-24
30098,2,-35,-87,-4
30098,2,-45,-75,14
30098,2,-61,-38,12
30098,2,11,36,-3
30098,2,11,50,-23
30098,2,19,-56,-13
30098,2,2,-77,8
30098,2,37,-87,-5
30098,2,50,-58,20
30098,2,50,-67,15
30099,2,-1,16,33
30099,2,0,8,50
30099,2,1,-14,50
30099,2,1,-5,40
30100,3,-24,12,6
30100,3,-36,-18,60
30100,3,-42,-27,60
30100,3,-6,0,57
30100,3,27,6,9
30100,3,42,39,33
30101,2,-12,39,6
30101,2,-12,45,-6
30101,2,-18,45,-9
30101,2,-21,18,39
30101,2,-27,-24,-15
30101,2,-27,24,-6
30101,2,-27,39,-12
30101,2,-48,6,-24
30101,2,-48,6,-27
30101,2,-9,39,-9
30101,2,0,9,-12
30101,2,12,45,36
30101,2,24,-27,-18
30101,2,27,3,42
30101,2,33,-54,24
30101,2,36,-6,18
30101,2,36,3,-18
30101,2,42,6,-30
30101,2,45,-30,3
30101,2,51,-3,-12
30101,2,6,42,-3
30102,4,-4,-73,43
30102,4,-9,-68,4
30102,4,13,-52,-11
30102,4,17,-33,9
30102,4,4,-71,22
30102,4,4,-87,2
30102,4,9,-68,-28
30103,2,-28,-80,40
30103,2,-4,12,56
30103,2,-44,16,12
30103,2,-52,0,48
30103,2,-56,20,32
30103,2,-64,-36,36
30103,2,52,16,8
30104,2,-24,29,53
30104,2,-43,-76,44
30104,2,-52,-57,40
30104,2,2,-63,46
30104,2,49,-58,41
30108,6,-40,-1,53
30108,6,-50,1,29
30111,1,-19,45,3
30111,1,-20,24,8
30111,1,-21,13,5
30111,1,-21,22,-7
30111,1,-28,10,3
30111,1,-33,3,20
30111,1,-7,29,9
30111,1,0,17,36
30111,1,12,19,31
30111,1,16,33,45
30111,1,26,-22,18
30111,1,28,-11,19
30111,1,34,11,-4
30111,1,38,-10,-5
30111,1,4,29,37
30111,1,40,-8,-15
30111,1,41,3,42
30111,1,41,5,-2
30111,1,45,-67,5
30111,1,5,-6,-13
30111,1,53,-5,26
30115,2,-52,4,44
30115,2,-60,16,16
30115,2,52,0,32
30115,2,56,12,16
30115,2,60,28,20
30116,2,44,16,36
30116,2,6,2,32
30117,1,-10,-34,36
30117,1,-12,-18,58
30117,1,-14,18,52
30117,1,-16,-24,12
30117,1,-16,-36,70
30117,1,-18,-4,64
30117,1,-22,-28,66
30117,1,-34,-40,54
30117,1,-34,-60,34
30117,1,-34,8,38
30117,1,-4,-22,58
30117,1,-52,-18,46
30117,1,-8,12,38
30117,1,10,18,38
30117,1,10,32,22
30117,1,14,22,48
30117,1,16,-34,34
30117,1,20,-18,10
30117,1,26,8,66
30117,1,34,24,38
30117,1,34,44,40
30117,1,40,-44,56
30117,1,42,32,26
30117,1,46,-40,18
30117,1,50,-26,44
30117,1,52,20,22
30117,1,56,-22,44
30119,1,-12,-14,2
30119,1,-16,-18,2
30119,1,-2,22,48
30119,1,-24,-96,-2
30119,1,-28,-74,18
30119,1,-32,-52,40
30119,1,-32,-58,46
30119,1,-38,-70,-28
30119,1,-40,10,26
30119,1,-44,-4,42
30119,1,-44,-66,-10
30119,1,-44,-68,-6
30119,1,-48,-46,4
30119,1,-48,26,6
30119,1,-50,-38,12
30119,1,-54,-14,10
30119,1,-56,-44,2
30119,1,28,-56,50
30119,1,28,-88,0
30119,1,30,-74,18
30119,1,34,-48,40
30119,1,4,6,56
30119,1,44,12,22
30119,1,44,14,24
30119,1,46,-62,-4
30119,1,46,2,44
30119,1,48,-64,-10
30119,1,52,-54,2
30119,1,54,-50,4
30119,1,58,-34,12
30119,1,8,-80,-32
30120,4,-50,21,-16
30120,4,-54,33,-15
30120,4,18,32,6
30121,2,-6,-4,41
30121,2,43,21,28
30124,1,-9,-73,11
30124,1,44,-15,49
30124,1,44,-67,-10
30125,3,-21,-82,26
30125,3,-23,-83,19
30125,3,-25,-83,-1
30125,3,-25,-84,14
30125,3,-27,-82,10
30125,3,22,-78,4
30125,3,26,-76,37
30126,2,-1,-80,-6
30126,2,-1,-82,-11
30126,2,-1,-83,-15
30126,2,-15,-85,34
30126,2,-20,-78,25
30126,2,-20,-79,30
30126,2,-3,-80,-2
30126,2,-33,-64,-16
30126,2,-37,-78,21
30126,2,-43,-72,16
30126,2,-44,-70,-7
30126,2,-46,-72,11
30126,2,-48,-69,2
30126,2,-48,-71,7
30126,2,-5,-62,1
30126,2,-5,-81,7
30126,2,-9,-77,-20
30126,2,-9,-85,12
30126,2,10,-87,-15
30126,2,3,-80,-6
30126,2,38,-77,-2
30126,2,38,-80,-7
30126,2,4,-79,3
30126,2,40,-68,6
30126,2,42,-74,-12
30126,2,44,-66,1
30126,2,50,-55,-18
30126,2,52,-31,-15
30126,2,52,-57,-13
30126,2,55,-58,0
30126,2,6,-84,-10
30126,2,61,-34,-20
30128,1,-2,-72,32
30128,1,-22,-15,54
30128,1,-22,-79,25
30128,1,-44,8,26
30128,1,-6,-57,58
30128,1,-6,37,6
30128,1,0,4,57
30128,1,2,-18,11
30128,1,21,9,25
30128,1,25,-68,19
30128,1,37,-3,53
30128,1,49,43,27
30128,1,9,24,42
30130,1,-31,4,7
30130,1,-48,-4,41
30130,1,-56,-4,21
30130,1,2,10,54
30130,1,57,-4,38
30134,2,-15,-54,-6
30134,2,-15,-78,48
30134,2,-18,-75,24
30134,2,-3,-66,-15
30134,2,-3,-75,36
30134,2,-33,-6,48
30134,2,-54,15,-9
30134,2,-6,-63,54
30134,2,-6,-72,-3
30134,2,0,-84,-12
30134,2,0,-90,15
30134,2,18,-54,-6
30134,2,3,-3,60
30134,2,48,-6,42
30134,2,57,18,-6
30134,2,6,-60,51
30134,2,6,-84,27
30135,1,-14,24,34
30135,1,-22,-54,28
30135,1,-25,47,-18
30135,1,-29,16,-10
30135,1,-29,65,7
30135,1,-33,-95,1
30135,1,-38,-64,-16
30135,1,-42,-27,39
30135,1,-5,-90,9
30135,1,-55,-9,42
30135,1,-7,3,13
30135,1,29,-43,-23
30135,1,30,-63,37
30135,1,31,50,-19
30135,1,36,-31,34
30135,1,38,62,-7
30135,1,42,-77,-16
30135,1,55,32,23
30136,4,-31,45,23
30136,4,-31,60,8
30136,4,-35,-1,41
30137,4,-28,-22,61
30137,4,-9,-2,41
30137,4,8,-57,-17
30138,4,38,-50,-14
30138,4,52,24,12
30139,3,-39,-52,-17
30139,3,-49,-72,-2
30139,3,40,-50,-14
30139,3,45,-68,-3
30140,1,-22,-98,-18
30140,1,-32,2,36
30140,1,0,-98,-20
30140,1,12,-32,-4
30140,1,20,54,0
30141,9,2,-22,38
30145,2,-26,-73,6
30145,2,-29,-50,50
30145,2,-35,30,33
30145,2,-36,-3,51
30145,2,-38,22,15
30145,2,-41,4,46
30145,2,-51,-15,10
30145,2,-54,-19,5
30145,2,0,22,48
30145,2,1,18,33
30145,2,2,-58,-13
30145,2,3,4,58
30145,2,33,-52,47
30145,2,35,39,31
30145,2,36,-69,6
30145,2,41,0,46
30145,2,42,7,41
30145,2,44,25,8
30145,2,5,-74,11
30145,2,54,-12,10
30145,2,56,-20,3
30146,1,-17,-36,-3
30146,1,-17,-98,-3
30146,1,-27,-65,62
30146,1,-34,-89,2
30146,1,-34,-90,-15
30146,1,-36,-59,-18
30146,1,-4,11,55
30146,1,-43,-80,-10
30146,1,-45,-65,-12
30146,1,-49,13,33
30146,1,-51,32,1
30146,1,26,-97,4
30146,1,38,-88,3
30146,1,39,-53,-20
30147,4,-1,-68,7
30147,4,-1,-79,26
30147,4,-16,-20,38
30147,4,16,-61,-26
30147,4,6,12,17
30147,4,6,25,15
30148,7,-23,-31,-10
30148,7,-38,37,-17
30150,3,-20,-30,4
30150,3,-28,20,16
30150,3,-36,34,40
30150,3,-40,-70,8
30150,3,-42,-50,-4
30150,3,-48,-4,48
30150,3,32,-14,-16
30150,3,38,-46,-28
30150,3,42,40,24
30150,3,44,-70,4
30150,3,60,-50,-16
30152,2,-2,-68,-12
30152,2,-28,-52,-30
30152,2,0,-70,-14
30152,2,16,-62,-26
30156,2,-11,-59,56
30156,2,-3,-6,68
30156,2,-35,-60,43
30156,2,-35,35,28
30156,2,-42,2,49
30156,2,-45,19,22
30156,2,-46,-52,-13
30156,2,-48,-19,10
30156,2,-54,-29,5
30156,2,30,-62,55
30156,2,41,34,28
30156,2,45,20,16
30156,2,47,-45,33
30156,2,47,-46,-11
30156,2,5,-68,15
30156,2,50,4,51
