study_id,contrast_id,x,y,z
5080184,2,43,11,31
5080184,2,47,-57,-2
5080185,1,-44,-56,56
5080185,1,36,-44,44
5080186,6,-12,-91,-4
5080186,6,-20,-104,-3
5080186,6,-24,-66,58
5080186,6,-33,0,52
5080186,6,-50,26,27
5080186,6,-61,-1,44
5080186,6,34,-100,-11
5080187,2,-29,-13,2
5080187,2,-3,8,44
5080187,2,-42,-18,43
5080187,2,10,-68,-11
5080187,2,10,11,52
5080187,2,21,-8,5
5080187,2,29,5,3
5080187,2,43,-15,45
5080187,2,49,-4,4
5080188,1,-24,-88,4
5080188,1,-52,8,32
5080188,1,16,-80,0
5080189,4,-34,14,20
5080189,4,-38,34,8
5080189,4,-52,22,12
5080189,4,-64,-24,0
5080189,4,36,26,8
5080190,2,-13,-82,26
5080190,2,-42,-44,36
5080190,2,-55,2,23
5080190,2,32,-61,37
5080190,2,38,-48,40
5080190,2,45,-30,42
5080191,6,-12,-21,4
5080191,6,-4,-58,-1
5080191,6,-50,-23,32
5080191,6,35,56,-34
5080191,6,52,-27,51
5080192,1,-2,16,52
5080192,1,-26,-88,16
5080192,1,-26,-94,-5
5080192,1,-28,-78,-14
5080192,1,-34,-56,-18
5080192,1,-34,-74,-20
5080192,1,-42,13,37
5080192,1,-46,-2,52
5080192,1,-48,10,26
5080192,1,32,-64,-30
5080192,1,38,18,-8
5080192,1,8,26,34
5080193,2,12,-80,36
5080193,2,20,-76,28
5080193,2,4,-68,32
5080193,2,44,20,40
5080193,2,48,-36,48
5080193,2,48,44,24
5080193,2,56,20,28
5080194,4,-23,-81,22
5080194,4,-27,-86,-12
5080194,4,-3,-77,38
5080194,4,-33,53,15
5080194,4,-59,5,9
5080194,4,-61,-16,16
5080194,4,-62,-38,12
5080194,4,-62,16,15
5080194,4,-9,-46,19
5080194,4,1,-87,-17
5080194,4,12,-10,17
5080194,4,18,27,30
5080194,4,24,-3,-2
5080194,4,32,-56,58
5080194,4,41,-57,-4
5080194,4,53,-29,17
5080194,4,9,-83,-21
5080195,2,-39,-47,-10
5080195,2,-40,-58,45
5080195,2,35,-60,51
5080195,2,51,-62,-10
5080196,1,34,-67,50
5080197,4,-40,-12,56
5080197,4,-48,-32,48
5080197,4,32,-64,48
5080197,4,36,-60,-32
5080198,3,-28,-20,56
5080198,3,-28,-72,48
5080198,3,-36,-60,56
5080198,3,0,12,48
5080198,3,12,-88,40
5080198,3,24,-8,56
5080200,2,-20,-67,51
5080200,2,-20,55,14
5080200,2,-22,-84,34
5080200,2,-27,17,-10
5080200,2,-29,-17,56
5080200,2,-35,6,36
5080200,2,-39,-34,48
5080200,2,-52,-30,44
5080200,2,6,-76,11
5080201,7,-44,-44,50
5080201,7,-52,-22,56
5080201,7,0,-90,4
5080201,7,0,10,60
5080201,7,12,-8,18
5080201,7,32,4,60
5080201,7,4,-70,-4
5080201,7,42,-48,58
5080201,7,52,-30,56
5080201,7,6,-90,4
5080202,7,-48,-74,2
5080202,7,8,-76,-2
5080203,9,-34,-26,60
5080204,2,25,-62,42
5080205,3,-66,-6,-12
5080205,3,-69,-36,0
5080205,3,3,0,66
5080205,3,36,-21,66
5080205,3,60,9,3
5080206,3,-23,46,18
5080206,3,-34,-12,-7
5080206,3,-40,47,-22
5080206,3,-42,4,27
5080206,3,-7,-42,18
5080207,1,-12,-64,52
5080207,1,-36,0,52
5080207,1,-4,-64,56
5080207,1,-4,-96,-4
5080207,1,-56,-48,-19
5080207,1,24,-67,52
5080207,1,8,-72,8
5080208,1,-44,32,16
5080208,1,-50,14,33
5080208,1,55,21,31
5080208,1,59,29,22
5080209,1,-27,-51,48
5080209,1,-30,27,6
5080209,1,-33,-87,0
5080209,1,-42,15,6
5080209,1,-42,9,21
5080209,1,-45,0,33
5080209,1,-48,24,21
5080209,1,15,-66,12
5080209,1,24,0,54
5080209,1,9,-3,-3
5080209,1,9,9,48
5080210,3,-1,22,48
5080210,3,-16,-96,11
5080210,3,-18,-88,3
5080210,3,-20,-95,20
5080210,3,-24,16,48
5080210,3,-27,73,-12
5080210,3,-28,-61,48
5080210,3,-31,31,-2
5080210,3,-33,68,-14
5080210,3,-40,24,-3
5080210,3,-41,16,31
5080210,3,-46,35,29
5080210,3,-46,41,20
5080210,3,-48,-50,1
5080210,3,-56,-13,36
5080210,3,-61,-59,-7
5080210,3,0,-68,71
5080210,3,16,-93,10
5080210,3,19,-95,17
5080210,3,27,-77,2
5080210,3,31,14,50
5080210,3,36,-60,50
5080210,3,42,-43,59
5080210,3,48,-64,1
5080210,3,48,58,-14
5080210,3,5,78,-26
5080210,3,50,19,27
5080210,3,55,44,18
5080210,3,57,21,-2
5080210,3,57,24,33
5080210,3,6,30,42
5080211,1,-3,-13,34
5080211,1,-3,-34,37
5080211,1,-33,-48,51
5080211,1,-37,23,9
5080211,1,-46,9,37
5080211,1,-7,-12,6
5080211,1,-7,-66,65
5080211,1,-7,17,47
5080211,1,2,-75,49
5080211,1,23,-27,-2
5080211,1,31,26,2
5080211,1,44,13,34
5080211,1,5,-22,4
5080212,1,-26,-63,52
5080212,1,-3,-29,-4
5080212,1,-36,-21,56
5080212,1,-37,-65,-20
5080212,1,19,-5,53
5080212,1,33,28,-12
5080212,1,34,-49,55
5080212,1,54,-80,-2
5080212,1,61,-3,32
5080213,2,-30,-56,-16
5080213,2,-32,-60,44
5080213,2,32,-60,46
5080213,2,36,-60,-20
5080214,3,-22,1,45
5080214,3,-27,24,-6
5080214,3,-30,-59,48
5080214,3,-35,15,35
5080214,3,-37,25,10
5080214,3,-39,29,30
5080214,3,-44,-78,1
5080214,3,-44,45,11
5080214,3,-46,26,-8
5080214,3,-7,-11,26
5080214,3,10,12,30
5080214,3,12,-65,19
5080214,3,2,-62,61
5080214,3,37,29,-7
5080214,3,44,-69,48
5080214,3,44,42,21
5080214,3,46,32,2
5080214,3,48,47,9
5080214,3,5,43,17
5080214,3,51,-39,48
5080214,3,55,-51,33
5080214,3,55,9,32
5080214,3,57,18,14
5080214,3,61,-55,40
5080214,3,8,-25,36
5080215,1,-10,12,50
5080215,1,-30,-72,12
5080215,1,-32,20,6
5080215,1,-4,6,66
5080215,1,-48,-4,50
5080215,1,-52,14,20
5080215,1,-54,-34,46
5080215,1,30,26,0
5080215,1,32,-58,-10
5080215,1,34,2,38
5080215,1,42,12,-2
5080215,1,46,16,24
5080215,1,8,28,52
5080216,3,-3,54,-6
5080217,2,-14,-78,-16
5080217,2,-22,-80,28
5080217,2,-24,-60,-12
5080217,2,-28,-78,-16
5080217,2,-30,-78,12
5080217,2,-38,-76,8
5080217,2,-38,24,24
5080217,2,-4,-68,40
5080217,2,-42,8,28
5080217,2,24,-66,40
5080217,2,26,-76,20
5080217,2,38,12,32
5080218,1,-25,-72,42
5080218,1,2,8,58
5080218,1,30,-66,41
5080218,1,34,4,-1
5080218,1,49,22,35
5080218,1,49,7,36
5080219,2,4,39,-13
5080220,1,-29,52,11
5080220,1,-39,-12,26
5080220,1,-43,-23,35
5080220,1,-45,-13,8
5080220,1,35,17,4
5080220,1,42,-7,0
5080220,1,43,6,3
5080220,1,5,-13,50
5080220,1,50,-17,19
5080220,1,51,-15,38
5080221,2,0,9,51
5080221,2,3,33,24
5080221,2,42,24,-6
5090222,2,-35,24,-8
5090222,2,-42,-13,9
5090222,2,-59,-10,-5
5090222,2,-61,29,8
5090223,1,-16,-101,11
5090223,1,-26,-67,44
5090223,1,-32,-95,11
5090223,1,-33,-3,46
5090223,1,-35,-44,52
5090223,1,-35,38,29
5090223,1,-38,-68,-11
5090223,1,-41,3,32
5090223,1,10,-66,50
5090223,1,10,-83,-11
5090223,1,22,-98,11
5090223,1,3,11,54
5090223,1,35,-53,49
5090223,1,38,-73,37
5090223,1,38,1,44
5090223,1,39,17,11
5090223,1,41,-76,2
5090223,1,41,38,26
5090223,1,48,4,37
5090223,1,6,-33,25
5090223,1,60,-56,10
5090223,1,65,-44,35
5090224,3,-23,-5,52
5090224,3,-38,12,34
5090224,3,-4,8,51
5090225,7,-42,33,-6
5090226,9,-10,-42,45
5090226,9,-12,8,41
5090226,9,-15,-56,55
5090226,9,-23,-55,49
5090226,9,-3,21,35
5090226,9,19,-48,48
5090226,9,23,10,43
5090226,9,26,-43,49
5090226,9,28,-53,39
5090226,9,9,-58,53
5090226,9,9,11,29
5090227,2,-16,-20,64
5090227,2,-16,-60,-44
5090227,2,-24,4,56
5090227,2,-32,-60,44
5090227,2,-36,-64,8
5090227,2,-36,24,28
5090227,2,-40,-44,44
5090227,2,-44,16,40
5090227,2,-64,-28,-8
5090227,2,-8,-72,20
5090227,2,-8,32,4
5090227,2,12,16,0
5090227,2,12,28,28
5090227,2,12,4,40
5090227,2,12,40,-8
5090227,2,16,-20,68
5090227,2,16,8,64
5090227,2,20,-72,20
5090227,2,36,-60,40
5090227,2,4,-68,-32
5090227,2,40,28,0
5090227,2,44,0,44
5090227,2,44,12,40
5090227,2,48,44,32
5090227,2,8,20,52
5090228,5,-28,48,8
5090228,5,-36,28,24
5090228,5,-4,12,56
5090228,5,-44,-12,32
5090228,5,-52,-36,-8
5090228,5,4,28,16
5090228,5,40,-72,4
5090228,5,40,28,28
5090228,5,52,-8,28
5090229,1,-27,-72,27
5090229,1,-42,-53,-11
5090229,1,27,27,27
5090229,1,38,19,11
5090230,1,-2,-8,1
5090230,1,-3,-9,2
5090230,1,1,-16,-3
5090230,1,1,-9,2
5090230,1,4,-9,1
5090230,1,4,-9,1
5090231,6,-20,-5,-7
5090231,6,-32,-11,60
5090231,6,16,-3,-7
5090231,6,24,10,-9
5090231,6,54,-52,46
5090232,5,-30,-11,45
5090232,5,-30,-56,45
5090232,5,-30,26,-5
5090232,5,-38,-45,40
5090232,5,-49,-4,30
5090232,5,-8,0,55
5090232,5,30,-56,45
5090233,1,-12,-18,12
5090233,1,-21,-66,-21
5090233,1,-27,3,-3
5090233,1,-30,-45,39
5090233,1,-36,18,9
5090233,1,-39,-6,51
5090233,1,-42,-18,51
5090233,1,-45,-60,-9
5090233,1,0,-24,24
5090233,1,0,6,48
5090233,1,12,21,30
5090233,1,15,-6,12
5090233,1,27,-48,42
5090233,1,27,-57,-24
5090233,1,27,6,-6
5090233,1,39,42,24
5090233,1,45,-3,51
5090233,1,54,12,-3
5090233,1,60,-39,12
5090234,1,-12,-82,2
5090234,1,-12,-90,-2
5090234,1,-14,-24,12
5090234,1,-14,-6,62
5090234,1,-16,-76,-8
5090234,1,-18,-14,62
5090234,1,-2,-84,6
5090234,1,-22,-62,60
5090234,1,-22,-84,26
5090234,1,-24,-8,64
5090234,1,-26,-12,54
5090234,1,-28,-58,54
5090234,1,-28,-78,-10
5090234,1,-40,-8,52
5090234,1,-52,-70,2
5090234,1,-6,-4,66
5090234,1,-8,-72,0
5090234,1,-8,-76,-18
5090234,1,10,-72,-20
5090234,1,12,-2,62
5090234,1,12,-74,-12
5090234,1,16,-76,0
5090234,1,18,-6,56
5090234,1,20,-4,66
5090234,1,22,-62,60
5090234,1,22,-78,28
5090234,1,24,-74,-18
5090234,1,28,-74,-8
5090234,1,28,0,56
5090234,1,34,-50,56
5090234,1,34,-64,-24
5090234,1,36,-6,62
5090234,1,40,-4,50
5090234,1,44,-62,8
5090234,1,8,-84,2
5090235,3,-18,-57,37
5090235,3,-37,-3,46
5090235,3,-38,14,-5
5090235,3,-4,-70,56
5090235,3,-42,11,8
5090235,3,-48,-37,27
5090235,3,2,5,58
5090235,3,20,-1,-5
5090235,3,32,-2,53
5090235,3,6,-21,11
5090235,3,60,-16,9
5090236,7,-34,32,30
5090236,7,-55,22,28
5090237,2,-46,-76,32
5090237,2,-6,-30,64
5090237,2,10,38,58
5090237,2,2,-44,34
5090237,2,20,-30,66
5090237,2,42,-66,30
5090238,1,-1,4,44
5090238,1,-12,-15,2
5090238,1,-44,-6,51
5090238,1,-5,-77,3
5090238,1,0,-64,51
5090238,1,0,15,52
5090238,1,10,-79,34
5090238,1,11,-5,63
5090238,1,13,-66,51
5090238,1,16,-17,1
5090238,1,25,11,3
5090238,1,36,41,27
5090238,1,38,-4,45
5090238,1,4,8,39
5090238,1,45,-41,39
5090238,1,49,-44,12
5090238,1,5,-20,-7
5090239,4,-20,-64,46
5090239,4,-22,16,60
5090239,4,-24,14,-4
5090239,4,-26,-54,58
5090239,4,-30,-76,24
5090239,4,-32,2,50
5090239,4,-38,-38,44
5090239,4,-38,42,30
5090239,4,-42,18,0
5090239,4,10,4,8
5090239,4,14,-90,2
5090239,4,22,-56,60
5090239,4,24,22,4
5090239,4,26,6,50
5090239,4,34,-82,26
5090239,4,36,-42,44
5090239,4,38,4,42
5090239,4,6,16,50
5090239,4,66,-34,32
5090241,1,-10,9,53
5090241,1,-21,63,3
5090241,1,-5,-18,53
5090241,1,-8,21,38
5090242,5,-18,-63,38
5090242,5,-33,-9,46
5090242,5,-44,36,24
5090242,5,0,-12,59
5090242,5,26,-67,38
5090242,5,36,34,23
5090242,5,4,-3,63
5090242,5,41,-13,45
5090243,3,-11,-64,0
5090243,3,-15,-26,-10
5090243,3,-15,-56,55
5090243,3,-41,8,30
5090243,3,-45,-41,50
5090243,3,0,11,50
5090243,3,11,-60,0
5090243,3,11,30,-5
5090244,2,-26,-64,52
5090244,2,-3,-5,62
5090244,2,-36,-7,53
5090244,2,-39,33,28
5090244,2,31,-60,52
5090244,2,35,-8,52
5090244,2,35,42,29
5090244,2,4,-3,62
5100245,2,-22,-77,51
5100245,2,-40,30,26
5100245,2,-42,45,-2
5100245,2,25,-70,65
5100245,2,34,57,-5
5100245,2,47,21,34
5110246,3,-33,24,1
5110246,3,-38,10,29
5110246,3,-39,-47,-14
5110246,3,-44,30,13
5110246,3,-46,21,24
5110246,3,-49,-67,0
5110246,3,-51,19,0
5120247,2,-43,-41,42
5120247,2,28,51,27
5120247,2,35,-65,59
5120247,2,42,-44,47
5120247,2,44,33,21
5120247,2,54,-38,0
5120247,2,7,-67,-15
5120248,1,45,20,15
5120249,3,-8,45,15
5120249,3,4,22,40
5120250,1,-2,3,56
5120250,1,-22,-58,57
5120250,1,-33,-6,56
5120250,1,-4,-79,16
5120250,1,11,-78,15
5120250,1,26,-60,54
5120250,1,38,49,32
5120250,1,39,-3,54
5120250,1,9,4,57
5120251,6,-27,-79,13
5120251,6,-31,-36,-18
5120251,6,-40,-82,0
5120251,6,-64,-45,5
5120251,6,36,-20,-3
5120251,6,40,-77,7
5120251,6,48,-41,-24
5120251,6,49,-71,2
5120251,6,60,-25,6
5120252,4,-15,24,52
5120252,4,-3,-53,37
5120252,4,-31,23,52
5120252,4,-4,-73,39
5120252,4,-40,-52,52
5120252,4,24,32,48
5120252,4,38,27,46
5120252,4,44,-65,34
5120252,4,6,-33,38
5120253,5,-3,-9,45
5120253,5,-45,-33,46
5120253,5,-54,12,-11
5120253,5,39,27,-6
6010001,1,3,26,34
6010002,1,-44,17,22
6010002,1,45,12,28
6010003,3,-35,15,25
6010003,3,-38,-29,51
6010003,3,42,42,20
6010003,3,46,-29,41
6010003,3,5,20,37
6010004,5,43,33,31
6020017,2,-10,-8,70
6020017,2,-14,-18,4
6020017,2,-14,-62,-24
6020017,2,-28,-4,-2
6020017,2,-36,-42,46
6020017,2,-4,-2,54
6020017,2,-42,-12,52
6020017,2,-54,-6,28
6020017,2,-58,2,30
6020017,2,14,-70,-50
6020017,2,16,-18,2
6020017,2,18,-66,-26
6020017,2,32,-2,-8
6020017,2,40,-8,56
6020017,2,54,-6,28
6020017,2,56,-24,36
6020017,2,62,4,22
6030018,2,-5,59,0
6030018,2,-5,59,4
6030018,2,-6,56,-4
6030018,2,-8,52,-8
6030019,1,-33,-72,18
6030019,1,-46,-75,12
6030019,1,-5,-80,43
6030019,1,29,-92,21
6030019,1,31,53,36
6030019,1,46,-80,15
6030019,1,48,-70,4
6030020,1,-5,59,0
6030020,1,-5,59,4
6030020,1,-6,56,-4
6030020,1,-8,52,-8
6030021,2,-32,-54,21
6030021,2,-7,29,11
6030021,2,26,-48,14
6030021,2,4,35,3
6030021,2,54,-25,1
6030022,2,-24,27,49
6030022,2,-30,-30,-26
6030022,2,-4,-53,21
6030022,2,-4,35,-7
6030022,2,-44,-74,33
6030022,2,-55,-9,-27
6030022,2,14,-43,43
6030022,2,16,-48,58
6030023,1,-2,52,-7
6030023,1,-20,63,22
6030023,1,-37,-2,10
6030023,1,30,62,22
6030023,1,36,13,8
6030024,4,10,-99,1
6030024,4,18,-66,-21
6030024,4,38,-72,33
6030024,4,5,-38,-19
6030025,4,-10,40,40
6030025,4,-26,-68,18
6030025,4,8,-20,-20
6030026,4,-30,-4,-44
6030027,1,-16,-22,4
6030027,1,14,-4,0
6030028,3,-12,-57,-17
6030028,3,31,-11,-17
6030029,4,-10,-43,26
6030029,4,-13,-5,8
6030029,4,-20,5,56
6030029,4,-27,22,2
6030029,4,-3,26,50
6030029,4,-31,-53,54
6030029,4,-39,29,30
6030029,4,-39,44,3
6030029,4,-39,7,43
6030029,4,-4,-30,-7
6030029,4,-40,37,11
6030029,4,-42,19,42
6030029,4,-43,37,20
6030029,4,-51,-57,5
6030029,4,-7,-69,62
6030029,4,10,-16,18
6030029,4,2,-62,12
6030029,4,23,8,57
6030029,4,32,-51,57
6030029,4,32,22,2
6030029,4,34,61,10
6030029,4,44,36,28
6030029,4,50,-64,0
6030029,4,9,-27,1
6040030,2,-15,-6,1
6040030,2,-3,41,47
6040030,2,-6,22,58
6040030,2,37,-19,-11
6040030,2,65,-40,16
6040030,2,70,-36,16
6040031,4,-12,-45,4
6040031,4,-16,20,48
6040031,4,-22,-4,-4
6040031,4,-26,-58,16
6040031,4,14,16,28
6040031,4,32,-56,2
6040032,1,-38,50,-9
6040032,1,-4,-34,-29
6040032,1,-48,8,-30
6040032,1,-50,34,-8
6040032,1,-6,60,2
6040032,1,2,-33,-33
6040032,1,36,52,-9
6040032,1,6,60,3
6040033,1,-42,-18,-18
6040033,1,40,-34,-18
6040033,1,56,-54,16
6040034,2,-24,-2,-24
6040034,2,-30,-42,-20
6040034,2,28,-66,-12
6040034,2,30,-4,-22
6040035,12,-15,-66,-9
6040035,12,15,-99,6
6040035,12,18,-102,-9
6040035,12,33,18,0
6050036,1,-28,40,0
6050036,1,-36,24,36
6050036,1,-36,28,-2
6050036,1,-38,14,38
6050036,1,-48,-40,32
6050036,1,-56,-18,26
6050036,1,10,30,40
6050036,1,12,20,-6
6050036,1,16,18,38
6050036,1,8,36,-4
6050037,2,-22,-41,3
6050037,2,-22,-9,-10
6050037,2,-24,-7,-5
6050038,1,-4,24,-14
6050040,1,-11,-13,9
6050040,1,-28,-5,10
6050040,1,-28,-9,70
6050040,1,-36,1,13
6050040,1,-37,-18,60
6050040,1,-49,-28,18
6050040,1,-5,-27,-4
6050040,1,-51,-52,9
6050040,1,-54,2,15
6050040,1,-58,-22,46
6050040,1,13,-11,8
6050040,1,14,-48,-14
6050040,1,2,6,41
6050040,1,3,-4,63
6050040,1,5,-27,-9
6050040,1,54,-28,15
6050041,11,-38,50,4
6050042,1,-15,37,31
6050042,1,-17,47,14
6050042,1,-2,-59,-20
6050042,1,-20,16,51
6050042,1,-35,16,-14
6050042,1,-46,-2,-35
6050042,1,-48,-78,-35
6050042,1,-50,-65,30
6050042,1,-7,-55,26
6050042,1,1,49,-7
6050042,1,32,-85,-24
6050042,1,6,37,9
6050042,1,8,-57,-5
6050043,1,-10,-68,32
6050043,1,-14,-44,-16
6050043,1,-16,-60,12
6050043,1,-38,-26,8
6050043,1,-38,8,-20
6050043,1,-4,-98,4
6050043,1,-40,-88,16
6050043,1,-40,50,20
6050043,1,-6,-92,16
6050043,1,12,-40,-12
6050043,1,12,-98,8
6050043,1,24,-18,-36
6050043,1,24,-34,52
6050043,1,40,12,-28
6050043,1,72,-24,28
6050044,1,-14,-98,-2
6050044,1,-36,-34,66
6050044,1,-46,-70,0
6050044,1,-52,-24,18
6050044,1,26,-98,-4
6050044,1,34,-50,56
6050044,1,34,-76,32
6050044,1,48,-4,46
6050044,1,54,-72,6
6050044,1,58,-26,30
6050045,3,-39,-27,66
6050046,2,27,42,31
6050046,2,4,-23,42
6050046,2,49,-53,49
6050046,2,8,-49,24
6050047,2,-30,55,-8
6050047,2,10,-10,1
6050047,2,25,-10,4
6050047,2,38,-2,8
6050048,2,-40,-19,52
6050049,4,32,-24,-28
6050049,4,44,40,-7
6050049,4,55,-5,13
6050049,4,8,43,2
6050050,1,-12,-14,4
6050050,1,-28,0,50
6050050,1,-30,-82,24
6050050,1,-34,-57,-25
6050050,1,-40,-8,54
6050050,1,-44,22,22
6050050,1,-8,16,42
6050050,1,12,-66,56
6050050,1,24,-78,42
6050050,1,28,-48,-18
6050050,1,28,-84,-6
6050050,1,28,4,50
6050050,1,30,-78,26
6050050,1,46,-74,-8
6050051,3,-20,48,0
6050051,3,-4,-38,28
6050051,3,36,46,32
6050051,3,4,-78,56
6050052,6,18,-21,2
6050052,6,5,-7,-4
6050053,1,-38,26,8
6050053,1,24,-12,-20
6050053,1,26,-4,-16
6050053,1,32,-74,-44
6050053,1,34,6,-16
6050053,1,4,-70,20
6050053,1,6,28,8
6050054,1,-45,-21,18
6050054,1,-51,-21,54
6050054,1,-64,7,27
6050054,1,54,-26,21
6050054,1,55,-19,46
6050055,14,-10,-70,52
6050055,14,12,-60,-10
6050055,14,4,-22,48
6050055,14,4,-76,38
6050055,14,6,-72,-2
6050055,14,8,-86,6
6050056,8,-64,-8,20
6050056,8,14,6,34
6050056,8,56,-4,34
6050057,1,-24,-45,33
6050057,1,-35,-24,7
6050057,1,-48,-9,28
6050057,1,-7,14,28
6050057,1,1,-22,27
6050057,1,12,-41,30
6050057,1,14,-42,19
6050057,1,34,-51,33
6050057,1,42,-23,9
6050057,1,44,20,18
6050057,1,57,-11,27
6050058,18,-14,-44,-2
6050058,18,-9,-26,5
6050058,18,15,-51,2
6050058,18,18,18,-6
6050058,18,20,-24,0
6050059,1,-12,-76,52
6050059,1,-28,-36,-16
6050059,1,-32,-36,-24
6050059,1,-32,32,44
6050059,1,-40,8,48
6050059,1,-52,28,32
6050059,1,28,-72,-16
6050059,1,4,-68,48
6050059,1,40,20,44
6050059,1,44,36,28
6050059,1,8,32,28
6050060,2,-44,-65,48
6050060,2,-51,-64,10
6050060,2,37,-46,56
6050060,2,50,-66,21
6050061,4,-22,44,16
6050061,4,-40,-10,-12
6050061,4,-50,-18,48
6050061,4,0,-28,-20
6050061,4,14,40,6
6050061,4,28,6,-18
6050061,4,34,20,-12
6050061,4,34,42,-16
6050061,4,36,-12,16
6050061,4,4,-14,-8
6050061,4,4,42,6
6050061,4,52,-48,18
6050062,5,-11,-19,29
6050062,5,-11,40,45
6050062,5,-18,41,32
6050062,5,-27,41,28
6050062,5,6,-16,37
6050063,2,-30,-21,-18
6050063,2,-36,0,12
6050063,2,-45,0,27
6050063,2,-51,21,6
6050063,2,33,-15,-33
6050064,2,-4,-100,20
6050064,2,-4,62,12
6050064,2,-42,-92,-6
6050064,2,44,-90,10
6050064,2,8,-104,4
6050065,1,-24,46,14
6050065,1,-28,24,42
6050065,1,2,32,10
6050065,1,22,36,34
6050065,1,32,50,4
6050065,1,4,44,-2
6050066,6,-30,-45,-24
6050067,2,-22,8,2
6050067,2,-27,9,11
6050067,2,-35,-34,17
6050067,2,-44,14,-2
6050067,2,-5,6,54
6050067,2,-50,-4,41
6050067,2,-50,8,7
6050067,2,-55,1,-6
6050067,2,-61,-35,6
6050067,2,-63,-24,5
6050067,2,18,-3,-11
6050067,2,29,-62,-26
6050067,2,44,17,5
6050067,2,54,10,-10
6050067,2,59,-1,40
6050067,2,61,-4,0
6050067,2,65,-26,2
6050067,2,67,1,-17
6050067,2,8,9,64
6050068,2,-1,-53,-13
6050068,2,-12,-21,18
6050068,2,-12,15,15
6050068,2,-14,47,37
6050068,2,-20,13,64
6050068,2,-20,45,-12
6050068,2,-21,49,12
6050068,2,-25,5,-2
6050068,2,-29,-31,-6
6050068,2,-3,-61,-32
6050068,2,-3,12,57
6050068,2,-31,11,13
6050068,2,-31,16,-12
6050068,2,-33,-34,17
6050068,2,-35,25,1
6050068,2,-37,-54,-30
6050068,2,-37,5,47
6050068,2,-40,-7,-35
6050068,2,-44,-56,-30
6050068,2,-44,14,-5
6050068,2,-44,15,15
6050068,2,-44,25,-6
6050068,2,-46,-6,50
6050068,2,-48,-15,38
6050068,2,-5,-26,5
6050068,2,-5,21,32
6050068,2,-50,10,5
6050068,2,-52,-24,1
6050068,2,-52,-71,-20
6050068,2,-52,-8,22
6050068,2,-56,-55,23
6050068,2,-57,-12,-2
6050068,2,-57,-4,-10
6050068,2,-61,-39,7
6050068,2,-63,-20,3
6050068,2,10,15,37
6050068,2,12,-62,-24
6050068,2,12,-73,-29
6050068,2,12,21,32
6050068,2,14,-86,-33
6050068,2,16,-3,-11
6050068,2,2,26,-13
6050068,2,29,21,1
6050068,2,37,-67,-30
6050068,2,42,23,0
6050068,2,46,5,40
6050068,2,48,-8,36
6050068,2,51,-11,30
6050068,2,52,10,-6
6050068,2,52,17,-28
6050068,2,57,3,42
6050068,2,59,-6,40
6050068,2,63,-30,4
6050068,2,65,-9,-6
6050068,2,67,1,-16
6050070,1,-18,4,68
6050070,1,-20,-2,-10
6050070,1,-28,-40,70
6050070,1,-32,-20,68
6050070,1,-32,-34,68
6050070,1,-50,-48,52
6050070,1,-58,-28,14
6050070,1,10,16,64
6050070,1,4,-66,-18
6050070,1,56,14,-14
6050070,1,6,24,26
6050070,1,64,-30,18
6050070,1,8,-20,-6
6050071,3,-3,6,51
6050071,3,-30,-45,-26
6050071,3,-69,-9,19
6050071,3,24,-45,-28
6050071,3,32,17,-6
6050071,3,66,-4,20
6050072,3,-24,-56,-8
6050072,3,-30,10,-16
6050072,3,-32,-66,-22
6050072,3,-34,0,-6
6050072,3,-48,-8,-4
6050072,3,12,-70,-32
6050072,3,14,-40,-22
6050072,3,34,-68,10
6050072,3,46,-56,-40
6050072,3,58,-46,-28
6050072,3,58,16,-24
6050073,1,-30,-18,54
6050073,1,-40,-27,17
6050073,1,43,-27,10
6050073,1,65,-36,16
6050074,1,-2,1,54
6050074,1,-21,-26,69
6050074,1,-28,-13,48
6050074,1,22,-26,68
6050074,1,37,-10,52
6050075,3,70,24,0
6050076,2,-16,35,24
6050076,2,-3,-22,-7
6050076,2,-33,-71,7
6050076,2,10,61,22
6050076,2,12,-57,41
6050076,2,31,40,28
6050076,2,6,26,38
6050076,2,8,38,33
6060077,2,-31,52,6
6060077,2,-35,17,-8
6060077,2,-45,37,-11
6060077,2,-46,45,12
6060077,2,-5,37,46
6060077,2,-50,11,27
6060077,2,-50,25,3
6060077,2,-52,17,-14
6060077,2,-54,27,20
6060077,2,47,23,-7
6060078,1,-24,-14,40
6060079,7,-23,-96,20
6060080,4,-10,23,-7
6060080,4,14,62,20
6060081,2,-2,-3,53
6060081,2,-34,-27,49
6060081,2,-38,-14,56
6060081,2,-45,-34,55
6060081,2,44,-3,52
6060082,3,-10,-84,-14
6060082,3,-20,-33,-17
6060082,3,-35,-45,-18
6060082,3,-44,20,7
6060082,3,-45,-70,-3
6060082,3,-45,4,40
6060082,3,-8,63,10
6060082,3,16,63,14
6060082,3,17,-83,-8
6060082,3,27,-35,-16
6060082,3,37,-48,-22
6060082,3,50,29,7
6060082,3,51,-65,-6
6060082,3,54,9,38
6060083,3,10,-27,11
6060083,3,10,46,36
6060083,3,38,44,8
6060083,3,47,-30,2
6060084,1,-39,-45,60
6060084,1,-51,9,-9
6060084,1,-57,-42,42
6060085,4,33,63,3
6060085,4,54,-51,9
6060085,4,6,-60,45
6060086,1,-16,-65,64
6060086,1,-2,5,62
6060086,1,-42,3,49
6060086,1,20,-65,64
